Term;Main Term;Main Term URI
interantennal area;interantennal area;http://purl.obolibrary.org/obo/HAO_0001935
longitudinal sensillum;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
elongate placoid sensillum;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
linear sensillum;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
placode sensillum;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
placodeal sensillum;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
placoid sensillum;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
rhinaria;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
sensilla placodea;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
sensory ridge;longitudinal sensillum;http://purl.obolibrary.org/obo/HAO_0001936
remigium;remigium;http://purl.obolibrary.org/obo/HAO_0001937
interocular distance;interocular distance;http://purl.obolibrary.org/obo/HAO_0001938
anterior cranio-mandibular articulation;anterior cranio-mandibular articulation;http://purl.obolibrary.org/obo/HAO_0001939
anterior articulation of mandible;anterior cranio-mandibular articulation;http://purl.obolibrary.org/obo/HAO_0001939
annulus of petiole;annulus of petiole;http://purl.obolibrary.org/obo/HAO_0001940
annulus;annulus of petiole;http://purl.obolibrary.org/obo/HAO_0001940
anterior metatibial spur;anterior metatibial spur;http://purl.obolibrary.org/obo/HAO_0001941
calyptra;calyptra;http://purl.obolibrary.org/obo/HAO_0001942
circumscutellar carina;circumscutellar carina;http://purl.obolibrary.org/obo/HAO_0001943
facial impression;facial impression;http://purl.obolibrary.org/obo/HAO_0001944
hairy ring of T3;hairy ring of T3;http://purl.obolibrary.org/obo/HAO_0001945
intertergal suture;intertergal suture;http://purl.obolibrary.org/obo/HAO_0001946
lateroventral mesopleural carina;lateroventral mesopleural carina;http://purl.obolibrary.org/obo/HAO_0001947
lateroventral carina of mesopectus;lateroventral mesopleural carina;http://purl.obolibrary.org/obo/HAO_0001947
longitudinal scutellar carina;longitudinal scutellar carina;http://purl.obolibrary.org/obo/HAO_0001948
longitudinal ridge on the posterior surface of metatibia;longitudinal ridge on the posterior surface of metatibia;http://purl.obolibrary.org/obo/HAO_0001949
median carina of lower face;median carina of lower face;http://purl.obolibrary.org/obo/HAO_0001950
median keel of face;median carina of lower face;http://purl.obolibrary.org/obo/HAO_0001950
median mesoscutal impression;median mesoscutal impression;http://purl.obolibrary.org/obo/HAO_0001951
mesopleural impression;mesopleural impression;http://purl.obolibrary.org/obo/HAO_0001952
metafemoral spine;metafemoral spine;http://purl.obolibrary.org/obo/HAO_0001953
metapleural cavity;metapleural cavity;http://purl.obolibrary.org/obo/HAO_0001954
metepimeron;metepimeron;http://purl.obolibrary.org/obo/HAO_0001955
pronotal crest;pronotal crest;http://purl.obolibrary.org/obo/HAO_0001956
facial triangle;facial triangle;http://purl.obolibrary.org/obo/HAO_0001957
setal pit;setal pit;http://purl.obolibrary.org/obo/HAO_0001958
posteroventral cavity of female T7;posteroventral cavity of female T7;http://purl.obolibrary.org/obo/HAO_0001959
scutellar spine;scutellar spine;http://purl.obolibrary.org/obo/HAO_0001960
transverse median carina on scutellar plate;transverse median carina on scutellar plate;http://purl.obolibrary.org/obo/HAO_0001961
ventral keel of petiole;ventral keel of petiole;http://purl.obolibrary.org/obo/HAO_0001962
occipital margin;occipital margin;http://purl.obolibrary.org/obo/HAO_0001963
posterior cephalic margin;occipital margin;http://purl.obolibrary.org/obo/HAO_0001963
aporous sensillum;aporous sensillum;http://purl.obolibrary.org/obo/HAO_0001964
scutellar sensillum;scutellar sensillum;http://purl.obolibrary.org/obo/HAO_0001965
secretory pore;secretory pore;http://purl.obolibrary.org/obo/HAO_0001966
specialized area of mesoscutellum;specialized area of mesoscutellum;http://purl.obolibrary.org/obo/HAO_0001967
anterior propodeal projection;anterior propodeal projection;http://purl.obolibrary.org/obo/HAO_0001968
submedian propodeal projection;anterior propodeal projection;http://purl.obolibrary.org/obo/HAO_0001968
metasomal segment;metasomal segment;http://purl.obolibrary.org/obo/HAO_0001969
thorax;thorax;http://purl.obolibrary.org/obo/HAO_0001970
subantennal carina;subantennal carina;http://purl.obolibrary.org/obo/HAO_0001971
apical tooth of mandible;apical tooth of mandible;http://purl.obolibrary.org/obo/HAO_0001972
campaniform sensillum;campaniform sensillum;http://purl.obolibrary.org/obo/HAO_0001973
sensillum campaniformium;campaniform sensillum;http://purl.obolibrary.org/obo/HAO_0001973
medial tooth;medial tooth;http://purl.obolibrary.org/obo/HAO_0001974
lateral projection;lateral projection;http://purl.obolibrary.org/obo/HAO_0001975
basal tooth of mandible;basal tooth of mandible;http://purl.obolibrary.org/obo/HAO_0001976
costal margin;costal margin;http://purl.obolibrary.org/obo/HAO_0001977
palpal fossa of the prementum;palpal fossa of the prementum;http://purl.obolibrary.org/obo/HAO_0001978
cardo;cardo;http://purl.obolibrary.org/obo/HAO_0001979
anatomical region;anatomical region;http://purl.obolibrary.org/obo/HAO_0001980
margin;margin;http://purl.obolibrary.org/obo/HAO_0001981
dorsal area of the metapectal-propodeal complex;dorsal area of the metapectal-propodeal complex;http://purl.obolibrary.org/obo/HAO_0001982
dorsal pronotal corner;dorsal pronotal corner;http://purl.obolibrary.org/obo/HAO_0001983
anteclypeal setal pair;anteclypeal setal pair;http://purl.obolibrary.org/obo/HAO_0001984
antespiracular setal patch;antespiracular setal patch;http://purl.obolibrary.org/obo/HAO_0001985
basal node;basal node;http://purl.obolibrary.org/obo/HAO_0001986
genal pilosity;genal pilosity;http://purl.obolibrary.org/obo/HAO_0001987
lateral occipital carina;lateral occipital carina;http://purl.obolibrary.org/obo/HAO_0001988
lateral epomia;lateral epomia;http://purl.obolibrary.org/obo/HAO_0001989
pilosity;pilosity;http://purl.obolibrary.org/obo/HAO_0001990
orbital carina;orbital carina;http://purl.obolibrary.org/obo/HAO_0001991
S2 felt field;S2 felt field;http://purl.obolibrary.org/obo/HAO_0001992
S3 felt field;S3 felt field;http://purl.obolibrary.org/obo/HAO_0001993
propodeum;propodeum;http://purl.obolibrary.org/obo/HAO_0001994
mandibular lancea;mandibular lancea;http://purl.obolibrary.org/obo/HAO_0001995
basal lobe;mandibular lancea;http://purl.obolibrary.org/obo/HAO_0001995
precoxal sulcus;precoxal sulcus;http://purl.obolibrary.org/obo/HAO_0001996
mesopleural oblique line;precoxal sulcus;http://purl.obolibrary.org/obo/HAO_0001996
precoxal suture;precoxal sulcus;http://purl.obolibrary.org/obo/HAO_0001996
sternopleural suture;precoxal sulcus;http://purl.obolibrary.org/obo/HAO_0001996
anterior area of the second abdominal sternite;anterior area of the second abdominal sternite;http://purl.obolibrary.org/obo/HAO_0001997
S1;anterior area of the second abdominal sternite;http://purl.obolibrary.org/obo/HAO_0001997
first metasomal sternite;anterior area of the second abdominal sternite;http://purl.obolibrary.org/obo/HAO_0001997
dorsal petiolar carina;dorsal petiolar carina;http://purl.obolibrary.org/obo/HAO_0001998
dorsal carina;dorsal petiolar carina;http://purl.obolibrary.org/obo/HAO_0001998
dorsal carina of petiole;dorsal petiolar carina;http://purl.obolibrary.org/obo/HAO_0001998
dorsope;dorsope;http://purl.obolibrary.org/obo/HAO_0001999
lateral petiolar carina;lateral petiolar carina;http://purl.obolibrary.org/obo/HAO_0002000
lateral carina of T1;lateral petiolar carina;http://purl.obolibrary.org/obo/HAO_0002000
coeloconic sensillum;coeloconic sensillum;http://purl.obolibrary.org/obo/HAO_0002001
sensillum coeloconicum;coeloconic sensillum;http://purl.obolibrary.org/obo/HAO_0002001
gastral spiracles;gastral spiracles;http://purl.obolibrary.org/obo/HAO_0002002
gastral tergite;gastral tergite;http://purl.obolibrary.org/obo/HAO_0002003
abdominal sternite 3;abdominal sternite 3;http://purl.obolibrary.org/obo/HAO_0002004
metasomal tergite;metasomal tergite;http://purl.obolibrary.org/obo/HAO_0002005
epimeral notch;epimeral notch;http://purl.obolibrary.org/obo/HAO_0002006
sternal apodeme;sternal apodeme;http://purl.obolibrary.org/obo/HAO_0002007
areola;areola;http://purl.obolibrary.org/obo/HAO_0002008
anterior declivity of mesoscutum;anterior declivity of mesoscutum;http://purl.obolibrary.org/obo/HAO_0002009
dorsal tendon attachment;dorsal tendon attachment;http://purl.obolibrary.org/obo/HAO_0002010
face;face;http://purl.obolibrary.org/obo/HAO_0002011
facial midridge;facial midridge;http://purl.obolibrary.org/obo/HAO_0002012
supra-marginal carina;supra-marginal carina;http://purl.obolibrary.org/obo/HAO_0002013
lateral longitudinal carina;lateral longitudinal carina;http://purl.obolibrary.org/obo/HAO_0002014
lower tooth;lower tooth;http://purl.obolibrary.org/obo/HAO_0002015
basal tooth of the mandible;lower tooth;http://purl.obolibrary.org/obo/HAO_0002015
transfacial sulcus;transfacial sulcus;http://purl.obolibrary.org/obo/HAO_0002016
upper ocular sulcus;upper ocular sulcus;http://purl.obolibrary.org/obo/HAO_0002017
petiolar lamina;petiolar lamina;http://purl.obolibrary.org/obo/HAO_0002018
postgenal groove;postgenal groove;http://purl.obolibrary.org/obo/HAO_0002019
postgenal lamella;postgenal lamella;http://purl.obolibrary.org/obo/HAO_0002020
cuticular invagination;cuticular invagination;http://purl.obolibrary.org/obo/HAO_0002021
invagination;cuticular invagination;http://purl.obolibrary.org/obo/HAO_0002021
vertical ocellar sulcus;vertical ocellar sulcus;http://purl.obolibrary.org/obo/HAO_0002022
gastral sternum;gastral sternum;http://purl.obolibrary.org/obo/HAO_0002023
gastral tergum;gastral tergum;http://purl.obolibrary.org/obo/HAO_0002024
lateral panel of pronotum;lateral panel of pronotum;http://purl.obolibrary.org/obo/HAO_0002025
horn of T1;horn of T1;http://purl.obolibrary.org/obo/HAO_0002026
mid ocellar diameter;mid ocellar diameter;http://purl.obolibrary.org/obo/HAO_0002027
posterior mesoscutellar ridge;posterior mesoscutellar ridge;http://purl.obolibrary.org/obo/HAO_0002028
antennal sclerite;antennal sclerite;http://purl.obolibrary.org/obo/HAO_0002029
cercal plate;cercal plate;http://purl.obolibrary.org/obo/HAO_0002030
cercal seta;cercal seta;http://purl.obolibrary.org/obo/HAO_0002031
cercal bristle;cercal seta;http://purl.obolibrary.org/obo/HAO_0002031
cercus;cercus;http://purl.obolibrary.org/obo/HAO_0002032
gonostyle/volsella complex;gonostyle/volsella complex;http://purl.obolibrary.org/obo/HAO_0002033
distodorsal submedian notch of gonostyle/volsella complex;distodorsal submedian notch of gonostyle/volsella complex;http://purl.obolibrary.org/obo/HAO_0002034
distolateral projection of the harpe;distolateral projection of the harpe;http://purl.obolibrary.org/obo/HAO_0002035
dorsal apodeme of penisvalva;dorsal apodeme of penisvalva;http://purl.obolibrary.org/obo/HAO_0002036
dorsal submedian impression of cupula;dorsal submedian impression of cupula;http://purl.obolibrary.org/obo/HAO_0002037
cupulo-gonostyle/volsella complex muscle;cupulo-gonostyle/volsella complex muscle;http://purl.obolibrary.org/obo/HAO_0002038
dorsomedian apodeme of the aedeagus;dorsomedian apodeme of the aedeagus;http://purl.obolibrary.org/obo/HAO_0002039
dorsomedian conjunctiva of the gonostyle/volsella complex;dorsomedian conjunctiva of the gonostyle/volsella complex;http://purl.obolibrary.org/obo/HAO_0002040
gonostyle-parossiculal muscle;gonostyle-parossiculal muscle;http://purl.obolibrary.org/obo/HAO_0002041
muscle o;gonostyle-parossiculal muscle;http://purl.obolibrary.org/obo/HAO_0002041
gonostyle/volsella complex-volsellal muscle;gonostyle/volsella complex-volsellal muscle;http://purl.obolibrary.org/obo/HAO_0002042
gonostyle/volsella complex-harpal muscle;gonostyle/volsella complex-harpal muscle;http://purl.obolibrary.org/obo/HAO_0002043
gonostyle/volsella complex-penisvalval muscle;gonostyle/volsella complex-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0002044
gonossiculal muscle;gonossiculal muscle;http://purl.obolibrary.org/obo/HAO_0002045
medioventral conjunctiva of the gonostyle/volsella complex;medioventral conjunctiva of the gonostyle/volsella complex;http://purl.obolibrary.org/obo/HAO_0002046
proximal lobe of vas deferens;proximal lobe of vas deferens;http://purl.obolibrary.org/obo/HAO_0002047
proximodorsal notch of cupula;proximodorsal notch of cupula;http://purl.obolibrary.org/obo/HAO_0002048
proximodorsal notch of harpe;proximodorsal notch of harpe;http://purl.obolibrary.org/obo/HAO_0002049
proximomedian apodeme of the harpe;proximomedian apodeme of the harpe;http://purl.obolibrary.org/obo/HAO_0002050
penisvalval muscle;penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0002051
ventral gonostyle/volsella complex-penisvalval muscle;ventral gonostyle/volsella complex-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0002052
S9;S9;http://purl.obolibrary.org/obo/HAO_0002053
semen;semen;http://purl.obolibrary.org/obo/HAO_0002054
submedial notch on distoventral margin of gonostyle/volsella complex;submedial notch on distoventral margin of gonostyle/volsella complex;http://purl.obolibrary.org/obo/HAO_0002055
submedian conjunctiva on the distoventral margin of gonostyle/volsella complex;submedian conjunctiva on the distoventral margin of gonostyle/volsella complex;http://purl.obolibrary.org/obo/HAO_0002056
T10;T10;http://purl.obolibrary.org/obo/HAO_0002057
T8;T8;http://purl.obolibrary.org/obo/HAO_0002058
T9;T9;http://purl.obolibrary.org/obo/HAO_0002059
T9-T10 muscle;T9-T10 muscle;http://purl.obolibrary.org/obo/HAO_0002060
ventral rod of aedeagus;ventral rod of aedeagus;http://purl.obolibrary.org/obo/HAO_0002061
dorsalmost digital spine;dorsalmost digital spine;http://purl.obolibrary.org/obo/HAO_0002062
gonostyle/volsella complex-gonossiculus articulation;gonostyle/volsella complex-gonossiculus articulation;http://purl.obolibrary.org/obo/HAO_0002063
ventromedian apodeme of the aedeagus;ventromedian apodeme of the aedeagus;http://purl.obolibrary.org/obo/HAO_0002064
sternite;sternite;http://purl.obolibrary.org/obo/HAO_0002065
fore wing vein;fore wing vein;http://purl.obolibrary.org/obo/HAO_0002066
flagellomere 14;flagellomere 14;http://purl.obolibrary.org/obo/HAO_0002067
inner spur;inner spur;http://purl.obolibrary.org/obo/HAO_0002068
mesotibial outer spur;mesotibial outer spur;http://purl.obolibrary.org/obo/HAO_0002069
metatarsomere;metatarsomere;http://purl.obolibrary.org/obo/HAO_0002070
anterior plate of pronotum;anterior plate of pronotum;http://purl.obolibrary.org/obo/HAO_0002071
anterior conjunctival thickening;anterior conjunctival thickening;http://purl.obolibrary.org/obo/HAO_0002072
hypopharyngeal rod;anterior conjunctival thickening;http://purl.obolibrary.org/obo/HAO_0002072
interlorae;anterior conjunctival thickening;http://purl.obolibrary.org/obo/HAO_0002072
labral tractor;anterior conjunctival thickening;http://purl.obolibrary.org/obo/HAO_0002072
suspensor;anterior conjunctival thickening;http://purl.obolibrary.org/obo/HAO_0002072
suspensory rod of the hypopharynx;anterior conjunctival thickening;http://purl.obolibrary.org/obo/HAO_0002072
suspensory thickening;anterior conjunctival thickening;http://purl.obolibrary.org/obo/HAO_0002072
maxillary process of the hypostoma;maxillary process of the hypostoma;http://purl.obolibrary.org/obo/HAO_0002073
cardinal articular condyle of the cranium;cardinal articular condyle of the cranium;http://purl.obolibrary.org/obo/HAO_0002074
cardinal lever;cardinal lever;http://purl.obolibrary.org/obo/HAO_0002075
cardino-stipital hinge;cardino-stipital hinge;http://purl.obolibrary.org/obo/HAO_0002076
cardinal-stipital hinge;cardino-stipital hinge;http://purl.obolibrary.org/obo/HAO_0002076
stipitocardinal hinge;cardino-stipital hinge;http://purl.obolibrary.org/obo/HAO_0002076
outer cardinal process;outer cardinal process;http://purl.obolibrary.org/obo/HAO_0002077
inner cardinal process;inner cardinal process;http://purl.obolibrary.org/obo/HAO_0002078
fragmental articulation;fragmental articulation;http://purl.obolibrary.org/obo/HAO_0002079
loral fossa of cardo;loral fossa of cardo;http://purl.obolibrary.org/obo/HAO_0002080
cardinal condyle of lorum;cardinal condyle of lorum;http://purl.obolibrary.org/obo/HAO_0002081
cardinal ridge;cardinal ridge;http://purl.obolibrary.org/obo/HAO_0002082
basal cardinal ridge;basal cardinal ridge;http://purl.obolibrary.org/obo/HAO_0002083
